v1,v2,encoding,v2_clean,v2_encoded
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,hello love interview today happy good boy think meare miss,"[120, 11, 1249, 24, 49, 4, 195, 14, 3721, 34]"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,customer service annoncement new year delivery wait 07046744435 arrange delivery,"[100, 75, 3722, 26, 79, 342, 43, 3723, 945, 342]"
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,winner specially select receive å£1000 cash holiday flights inc speak live operator claim 0871277810810,"[444, 753, 241, 139, 203, 78, 150, 1468, 840, 146, 114, 485, 38, 2429]"
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,safe need miss envy real life,"[652, 15, 34, 3724, 191, 72]"
ham,New car and house for my parents.:)i have only new job in hand:),0,new car house parentsi new job hand,"[26, 147, 194, 3725, 26, 145, 344]"
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,love excited day spend happy,"[11, 3726, 8, 343, 49]"
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,pls stop bootydelious 32f invite friend reply yes434 no434 wwwsmsacubootydelious stop send stop frnd 62468,"[47, 20, 3727, 3728, 341, 52, 19, 3729, 3730, 3731, 20, 5, 20, 274, 1079]"
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,bangbabe order way receive service msg download content goto wap bangb tv mobile internetservice menu,"[3732, 300, 55, 139, 75, 60, 406, 412, 847, 688, 3733, 264, 23, 3734, 946]"
ham,I place all ur points on e cultures module already.,0,place point culture module,"[95, 213, 3735, 1480]"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,urgent try contact weekend draw win å£900 prize guarantee 09061701939 claim code s89 valid 12hr,"[93, 41, 80, 171, 149, 22, 924, 58, 126, 3736, 38, 248, 3737, 321, 848]"
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,hi frnd good way avoid missunderstde wit beloved,"[29, 274, 4, 55, 1250, 3738, 489, 2430]"
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,great escape fancy bridge need lager tomo,"[40, 1481, 413, 3739, 15, 3740, 429]"
ham,Yes :)it completely in out of form:)clark also utter waste.,0,yes completely formclark utter waste,"[64, 759, 2431, 2432, 701]"
ham,"Sir, I need AXIS BANK account no and bank address.",0,sir need axis bank account bank address,"[205, 15, 3741, 433, 158, 433, 358]"
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,hmmm thk sure time hop ard ya free abt muz discuss liao,"[760, 128, 85, 10, 947, 353, 108, 2, 287, 653, 948, 206]"
ham,What time you coming down later? ,0,time later,"[10, 28]"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,bloody hell believe forgot surname mr ill clue spanish begin,"[1482, 607, 376, 552, 3742, 608, 9, 3743, 1805, 943]"
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,finish bath goodfine night,"[94, 654, 3744, 37]"
ham,Let me know when you've got the money so carlos can make the call,0,let ve money carlos,"[65, 56, 105, 490]"
ham,U still going to the mall?,0,mall,[1806]
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,turn friend stay til ~ feel free ahead smoke $ worth,"[542, 52, 196, 301, 53, 2, 930, 313, 434]"
ham,Text her. If she doesnt reply let me know so i can have her log in,0,text reply let log,"[12, 19, 65, 458]"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,hi speak maneesha d like satisfied experience reply toll free yes,"[29, 146, 1807, 118, 6, 1808, 949, 19, 1809, 2, 64]"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,lift hope offer money need especially end month approach hurt study anyways gr8 weekend,"[761, 36, 135, 105, 15, 762, 92, 154, 2433, 229, 390, 1483, 391, 171]"
ham,Lol no. U can trust me.,0,lol trust,"[81, 702]"
ham,ok. I am a gentleman and will treat you with dignity and respect.,0,ok gentleman treat dignity respect,"[3, 1778, 386, 1779, 1780]"
ham,"He will, you guys close?",0,guy close,"[97, 286]"
ham,Going on nothing great.bye,0,greatbye,[3745]
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,hello handsome find job lazy work net mummy boytoy miss,"[120, 2434, 61, 145, 757, 30, 950, 1810, 459, 34]"
ham,"Haha awesome, be there in a minute",0,haha awesome minute,"[131, 392, 123]"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,customer service representative freephone 0808 145 4742 9am11pm win guarantee å£1000 cash å£5000 prize,"[100, 75, 695, 849, 1484, 1485, 1486, 1487, 22, 126, 203, 78, 372, 58]"
ham,Have you got Xmas radio times. If not i will get it now,0,xmas radio time,"[377, 1488, 10]"
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,jus reach home bathe sis net tell finish,"[207, 124, 17, 554, 435, 950, 13, 94]"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,unique find 30th august wwwareyouuniquecouk,"[1811, 61, 3746, 1812, 3747]"
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,sorry ve join league people touch mean great deal friend time great personal cost great week|,"[21, 56, 204, 3748, 121, 378, 101, 40, 703, 52, 10, 40, 1080, 170, 40, 27]"
ham,Hi :)finally i completed the course:),0,hi finally complete course,"[29, 491, 609, 516]"
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,stop suggest stay able stool,"[20, 1813, 196, 289, 3749]"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,hope ve settle new school year wishin gr8 day,"[36, 56, 850, 26, 255, 79, 2435, 391, 8]"
ham,Gud mrng dear hav a nice day,0,gud mrng dear hav nice day,"[115, 517, 46, 290, 104, 8]"
ham,Did u got that persons story,0,person story,"[137, 361]"
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,hamster dead hey tmr meet 1 pm orchard mrt,"[2436, 851, 44, 265, 35, 67, 314, 655, 763]"
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,hi kate evening hope tomorrow bit bloody babyjontet txt xxx,"[29, 656, 256, 36, 63, 148, 1482, 3750, 16, 224]"
ham,"Found it, ENC  &lt;#&gt; , where you at?",0,find enc,"[61, 3751]"
ham,I sent you  &lt;#&gt;  bucks,0,send buck,"[5, 951]"
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,hello darlin ve finish college txt finish love kate xxx,"[120, 518, 56, 94, 492, 16, 94, 11, 656, 224]"
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,account refill successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction d kr,"[158, 2437, 1814, 2438, 330, 2439, 2440, 158, 1081, 852, 330, 1251, 118, 2441]"
ham,Goodmorning sleeping ga.,0,goodmorning sleep ga,"[555, 71, 3752]"
ham,U call me alter at 11 ok.,0,alter 11 ok,"[3753, 745, 3]"
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,0,ìï like dat dun buy ericsson oso oredi lar,"[117, 6, 176, 109, 74, 2442, 331, 493, 177]"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,enter cabin pa happy bday boss feel special askd lunch lunch invite apartment,"[299, 1244, 227, 49, 484, 752, 53, 156, 602, 144, 144, 341, 839]"
ham,"Aight yo, dats straight dogg",0,aight yo dats straight dogg,"[219, 180, 1815, 1082, 3754]"
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,connection today ltdecimalgt refund bill,"[952, 24, 330, 3755, 494]"
ham,Both :) i shoot big loads so get ready!,0,shoot big load ready,"[1083, 151, 601, 165]"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,bruv hope great break rewarding semester,"[2443, 36, 40, 332, 2444, 610]"
ham,Home so we can always chat,0,home chat,"[17, 102]"
ham,K:)k:)good:)study well.,0,kkgoodstudy,[3756]
ham,Yup... How Ì_ noe leh...,0,yup ì _ noe leh,"[155, 33, 379, 257]"
ham,Sounds great! Are you home now?,0,sound great home,"[266, 40, 17]"
ham,Finally the match heading towards draw as your prediction.,0,finally match head draw prediction,"[491, 375, 345, 149, 3757]"
ham,Tired. I haven't slept well the past few nights.,0,tired sleep past night,"[604, 71, 953, 37]"
ham,Easy ah?sen got selected means its good..,0,easy ahsen select mean good,"[197, 2445, 241, 101, 4]"
ham,I have to take exam with march 3,0,exam march 3,"[460, 556, 77]"
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,yeah think use gt atm register sure help let sure ready,"[66, 14, 143, 853, 1816, 657, 85, 103, 65, 85, 165]"
ham,Ok no prob. Take ur time.,0,ok prob time,"[3, 432, 10]"
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,os ubandu run instal hard diskyou use os copy important file system repair shop,"[2446, 3758, 184, 2447, 411, 3759, 143, 2446, 686, 291, 854, 1084, 1817, 185]"
ham,"Sorry, I'll call later",0,sorry ill later,"[21, 9, 28]"
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,leh course happen lar romantic jus bit lor thk nite scenery nice leh,"[257, 516, 129, 177, 1818, 207, 148, 18, 128, 346, 3760, 104, 257]"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,500 new mobile 2004 txt nokia 89545 collect todayfrom å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18,"[302, 26, 23, 842, 16, 89, 1819, 217, 2448, 1820, 1821, 1489, 1822]"
ham,Would really appreciate if you call me. Just need someone to talk to.,0,appreciate need talk,"[764, 15, 98]"
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,meet dream partner soon career flyng start find free txt horo follow star sign horo arie,"[35, 279, 1085, 96, 1490, 3761, 90, 61, 2, 16, 2449, 513, 1086, 704, 2449, 3762]"
ham,Hey company elama po mudyadhu.,0,hey company elama po mudyadhu,"[44, 414, 3763, 233, 3764]"
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,life strict teacher bcoz teacher teach lesson amp conduct exam life conduct exam amp teach lesson happy morning,"[72, 3765, 1823, 705, 1823, 611, 285, 70, 2450, 460, 72, 2450, 460, 70, 611, 285, 49, 73]"
ham,Dear good morning now only i am up,0,dear good morning,"[46, 4, 73]"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,gandhipuram walk cross cut road right street road turn right,"[3766, 253, 1252, 453, 706, 59, 855, 706, 542, 59]"
ham,Dear we are going to our rubber place,0,dear rubber place,"[46, 3767, 95]"
ham,"Sorry battery died, yeah I'm here",0,sorry battery die yeah,"[21, 954, 393, 66]"
ham,Yes:)here tv is always available in work place..,0,yeshere tv available work place,"[2451, 264, 442, 30, 95]"
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,text meet sexy today find date flirt join 10p reply age eg sam 25 18 msg recd@thirtyeight pence,"[12, 35, 278, 24, 61, 183, 765, 204, 519, 19, 409, 594, 1253, 1254, 130, 60, 1491, 3768, 3769]"
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,print oh upstairs,"[1492, 42, 2452]"
ham,Or ill be a little closer like at the bus stop on the same street,0,ill little close like bus stop street,"[9, 252, 286, 6, 242, 20, 855]"
ham,Where are you?when wil you reach here?,0,youwhen wil reach,"[3770, 415, 124]"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,new theory argument win situation lose person argue friend kick amp correct,"[26, 1493, 1087, 22, 692, 166, 137, 1255, 52, 707, 70, 599]"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,447801259231 secret admirer look contact ufind rreveal think specialcall 09058094597,"[2453, 461, 708, 84, 80, 856, 857, 14, 858, 2454]"
ham,Tomarrow final hearing on my laptop case so i cant.,0,tomarrow final hearing laptop case,"[1824, 402, 3771, 612, 495]"
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,pleassssssseeeeee tel avent sportsx,"[3772, 557, 1825, 3773]"
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,okay shine mean sign sound,"[288, 2455, 101, 704, 266]"
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,tell dat baig face watch like watch cos fr thanx dat uve today touch,"[13, 176, 3774, 258, 88, 6, 88, 76, 558, 245, 176, 955, 24, 378]"
ham,U don't remember that old commercial?,0,remember old commercial,"[216, 373, 2456]"
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0,late website slipper,"[57, 1256, 1826]"
ham,I asked you to call him now ok,0,ask ok,"[31, 3]"
ham,Kallis wont bat in 2nd innings.,0,kallis bat 2nd innings,"[1088, 1827, 249, 2457]"
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,work oh ok goodnight ill fix ready time wake dearly miss good night sleep,"[30, 42, 3, 859, 9, 520, 165, 10, 159, 1828, 34, 4, 37, 71]"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,congratulation award 500 cd voucher 125gift guarantee free entry 100 wkly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16,"[521, 91, 302, 613, 186, 1829, 126, 2, 283, 426, 510, 149, 16, 333, 559, 860, 1494]"
ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,ranjith cal drpd deeraj deepak 5min hold,"[1830, 1089, 2458, 2459, 2460, 1831, 334]"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,wen lovable bcum angry wid dnt seriously coz angry childish true way deep affection care luv kettoda manda nice day da,"[312, 699, 1257, 416, 362, 560, 746, 394, 416, 1258, 303, 55, 658, 1495, 82, 211, 1496, 1497, 104, 8, 32]"
